
id,content,stars,conversation_id,reviewer_id
74247,"Class purus hac.",5,209334,63181
74248,"Etiam ipsum.",2,209334,4915
74249,"Curae justo nonummy posuere tortor velit adipiscing.",2,209335,63180
74250,"Donec justo.",5,209338,63177
74251,"Etiam velit.",5,209343,63170
74252,"Velit felis.",5,209344,63169
74253,"Dolor justo amet.",4,209345,63168
74254,"Dolor felis urna dis.",5,209347,63166
74255,"Fusce augue morbi porta ridiculus vel habitant viverra quam erat aliquet gravida quam augue auctor primis nec.",5,209351,63162
74256,"Justo lacus nec rhoncus pharetra.",5,209353,63160
74257,"Porta proin erat fusce ridiculus sagittis auctor sodales.",5,209354,63158
74258,"Netus risus ligula vitae sociis interdum rhoncus nibh et.",5,209362,63148
74259,"Proin etiam a commodo ligula hac sapien conubia diam quis.",5,209363,63146
74260,"Purus nulla a lectus elit ve.",5,209364,63144
74261,"Ipsum fames dui amet pellentesque parturient eget morbi ipsum curae rutrum luctus hendrerit laoreet consectetuer gravida augue.",5,209369,63137
74262,"Proin augue sociis vitae laoreet euismod porttitor turpis magnis nibh.",5,209381,63124
74263,"Ipsum metus.",5,209389,63116
74264,"Fusce etiam congue at turpis porta laoreet.",4,209389,5871
74265,"Justo lacus.",3,209395,63108
74266,"Purus felis arcu eget ante vel quis urna vulputate.",3,209398,63105
74267,"Fames curae hac justo nulla mollis vestibulum sollicitudin lacinia class mi fusce odio vivamus.",5,209399,63104
74268,"Purus lorem massa aliquam iaculis quis donec scelerisque.",5,209402,63100
74269,"Risus fusce.",5,209402,3931
74270,"Morbi justo a quis donec egestas et.",5,209403,63099
74271,"Morbi nulla fames a nostra orci suspendisse.",3,209403,6424
74272,"Massa netus sodales nostra purus fermentum class non habitasse facilisi congue amet mi class.",1,209404,63098
74273,"Curae class tellus fusce est eni.",5,209405,63097
74274,"Fusce metus.",1,209409,63094
74275,"Ipsum massa arcu quisque mi erat urna morbi quis auctor vestibulum felis enim blandit mus.",5,209412,63090
74276,"Curae fusce sociis ipsum.",4,209413,63089
74277,"Massa donec scelerisque non cursus et habitasse felis convallis suspendisse cum ac morbi platea urna curabitur.",2,209413,3746
74278,"Nulla ipsum felis eget netus porta mattis hymenaeos adipiscing gravida.",5,209416,63086
74279,"Massa felis.",5,209417,63086
74280,"Dolor augue.",2,209417,10058
74281,"Lacus risus per eros accumsan gravida id accumsan hac taciti habitant consequat sapien.",3,209423,63078
74282,"Donec ipsum hendrerit nam.",4,209425,63077
74283,"Netus purus condimentum nunc congue tincidunt egestas.",5,209426,63076
74284,"Felis justo.",5,209428,63074
74285,"Justo fusce.",3,209429,63073
74286,"Velit curae massa curae mattis enim per class.",4,209429,9084
74287,"Morbi vitae interdum mi suspendisse.",5,209433,63069
74288,"Nulla justo vehicula hac nonummy et mattis ad et non orci blandit et enim faucibus malesuada.",5,209434,63069
74289,"Dolor purus nostra laoreet sapien vel ligula.",5,209437,63066
74290,"Class lacus varius magna morbi ante massa praesent tristique.",5,209437,8102
74291,"Neque fames lectus accumsan sapien nullam pretium odio id per.",5,209442,63061
74292,"Class justo.",5,209443,63059
74293,"Donec felis primis luctus id sed urna nisl parturient nam justo aptent.",5,209444,63058
74294,"Metus curae lorem sit justo fringilla dictumst proin fusce rutrum nostra.",5,209450,63053
74295,"Fusce lacus eni velit iaculis hac ve.",1,209454,11450
74296,"Fames fusce sit potenti nisi malesuada habitant tellus tempus sodales taciti.",5,209456,63047
74297,"Massa donec volutpat lacus turpis amet.",4,209456,759
74298,"Magna morbi suspendisse eni.",4,209459,340
74299,"Neque lorem per.",5,209460,63041
74300,"Justo vitae accumsan purus mattis in.",5,209460,2436
74301,"Vitae velit ornare nec.",5,209461,63039
74302,"Felis risus.",2,209461,5071
74303,"Justo massa morbi sed.",5,209463,63036
74304,"Risus morbi.",5,209463,12468
74305,"Ipsum curae.",5,209464,63035
74306,"Netus proin mattis tellus amet pretium nunc ac sollicitudin urna vivamus cubilia enim.",5,209464,5221
74307,"Proin massa magnis mi luctus ipsum.",5,209469,63026
74308,"Lacus etiam nisi fames fringilla eni iaculis amet.",5,209470,63025
74309,"Lorem morbi risus semper vestibulum purus.",5,209478,63018
74310,"Massa donec volutpat risus a amet at.",5,209479,63016
74311,"Morbi fusce vitae.",5,209483,63011
74312,"Neque morbi senectus ipsum ultricies vestibulum diam litora hac.",5,209486,63008
74313,"Ipsum curae.",5,209487,63007
74314,"Fames porta sociis magna ridiculus porttitor urna dis donec vestibulum quisque diam in dictum phasellus ultricies arcu pede eu lorem.",5,209488,63006
74315,"Purus dolor auctor turpis accumsan purus eni vitae libero fames.",5,209489,63005
74316,"Porta curae lacus massa sed potenti.",5,209494,63000
74317,"Justo class.",5,209495,63000
74318,"Felis neque curabitur nam ultricies erat cum mauris hac.",1,209495,3311
74319,"Nulla lacus taciti sollicitudin venenatis purus lobortis phasellus.",2,209500,62995
74320,"Augue risus dis curae primis sagittis vulputate bibendum justo.",5,209502,62993
74321,"Dolor netus fames commodo hac dictumst cubilia tortor.",1,209502,3735
74322,"Augue velit.",1,209503,62992
74323,"Purus dolor iaculis euismod quis bibendum sociis.",2,209503,1480
74324,"Proin vitae felis gravida.",5,209518,62976
74325,"Neque augue dis duis bibendum nam euismod arcu volutpat adipiscing.",5,209520,62974
74326,"Felis netus felis dui phasellus nec eni sollicitudin ac viverra nibh et arcu nostra convallis molestie tempor.",5,209521,62973
74327,"Curae donec eni porta viverra orci maecenas parturient litora non gravida.",5,209521,173
74328,"Nulla augue orci vitae.",5,209531,62962
74329,"Purus lorem sociosqu curae donec conubia.",5,209532,62961
74330,"Fusce lacus montes turpis et bibendum aliquet sodales.",5,209545,12096
74331,"Purus felis placerat neque tortor.",5,209547,62943
74332,"Nulla ipsum leo urna nec lorem penatibus pulvinar senectus dolor.",5,209551,62939
74333,"Justo velit vivamus nec laoreet cursus sociis proin.",5,209552,62938
74334,"Fames ipsum pharetra erat tortor per orci adipiscing malesuada eros arcu.",5,209558,62931
74335,"Metus neque quam odio fermentum ante non.",5,209565,62924
74336,"Donec nulla.",5,209569,62919
74337,"Massa proin ligula pellentesque.",5,209577,62910
74338,"Augue class pulvinar fusce auctor id duis suspendisse integer scelerisque cras.",5,209580,62906
74339,"Metus class eros ut velit rutrum fringilla class vel nisi.",5,209588,62895
74340,"Etiam massa nascetur massa hac neque risus.",5,209589,62894
74341,"Felis etiam mus tristique diam suspendisse nonummy justo vestibulum.",5,209590,62893
74342,"Netus fusce.",5,209591,62892
74343,"Ipsum porta magnis mi mus neque.",4,209591,7094
74344,"Morbi neque.",3,209595,62887
74345,"Lorem lacus mauris elit sodales viverra egestas torquent sodales.",1,209595,9134
74346,"Etiam ipsum scelerisque at taciti integer ad.",5,209596,62886
74347,"Morbi ipsum lacus aliquam et molestie libero montes fames adipiscing nonummy nec.",5,209596,1294
74348,"Purus ipsum mauris scelerisque class penatibus dis erat sit lacus consequat cubilia.",5,209600,62884
74349,"Class donec viverra dolor adipiscing facilisi pretium volutpat euismod cubilia neque parturient vehicula gravida.",5,209601,62882
74350,"Proin fusce volutpat sed.",5,209603,62879
74351,"Donec etiam.",5,209603,6212
74352,"Donec magna sociosqu.",5,209605,62877
74353,"Risus velit viverra natoque nisl phasellus rutrum.",5,209608,62873
74354,"Nulla lacus.",5,209609,62871
74355,"Nulla ipsum platea id platea dapibus arcu consectetuer ad vivamus duis.",5,209609,8808
74356,"Felis purus.",5,209610,62870
74357,"Fusce purus ligula quam.",4,209610,2312
74358,"Etiam nulla.",5,209611,62869
74359,"Netus donec sem metus lorem euismod mus sociosqu vulputate vitae.",5,209614,62866
74360,"Class felis ullamcorper inceptos duis non erat vel integer ante.",5,209616,62864
74361,"Porta morbi aptent sociosqu dignissim risus a dictum imperdiet.",5,209616,12562
74362,"Morbi neque tortor urna vulputate.",5,209617,62863
74363,"Dolor justo.",4,209617,7441
74364,"Fusce lorem.",5,209620,62860
74365,"Donec nulla suspendisse.",4,209622,62858
74366,"Morbi felis ullamcorper ultrices eget ac suscipit quisque.",4,209624,62854
74367,"Vitae augue hac arcu parturient elementum.",1,209630,62848
74368,"Fames magna.",5,209632,62844
74369,"Etiam porta nullam class porta hac orci etiam mi.",4,209634,62842
74370,"Augue etiam sagittis nibh pharetra per laoreet interdum ligula.",2,209635,5015
74371,"Augue fames lacinia.",5,209636,62840
74372,"Class risus.",2,209636,33
74373,"Etiam vitae ullamcorper leo odio adipiscing libero eu dictumst potenti.",4,209644,62831
74374,"Lorem fames potenti dignissim pede.",5,209645,62830
74375,"Vitae magna sociis mauris vitae viverra lobortis.",5,209645,6085
74376,"Magna felis magnis tellus purus scelerisque dui arcu.",5,209648,62827
74377,"Proin donec neque donec suscipit diam nec laoreet massa.",5,209651,62824
74378,"Ipsum metus dolor semper suscipit vestibulum penatibus felis commodo dui.",5,209656,62820
74379,"Netus ipsum cum quam facilisi.",5,209656,5242
74380,"Felis fames pede.",2,209658,62818
74381,"Neque porta lorem ornare penatibus donec a nonummy mi ornare venenatis dui non.",5,209659,62817
74382,"Curae vitae nonummy nibh eu nec.",1,209659,2425
74383,"Lacus augue morbi.",5,209662,62812
74384,"Donec nulla a arcu ac morbi congue per.",5,209664,62806
74385,"Proin fames erat massa.",5,209666,62804
74386,"Lorem dolor curae ullamcorper accumsan nibh conubia.",5,209668,62802
74387,"Neque metus.",4,209670,62799
74388,"Magna lacus vehicula cras platea bibendum ullamcorper pulvinar imperdiet pellentesque.",4,209670,2607
74389,"Felis nulla.",5,209671,62798
74390,"Fusce augue.",5,209678,62791
74391,"Neque porta.",1,209684,62784
74392,"Velit felis proin purus hymenaeos velit est felis est sem.",2,209684,8308
74393,"Donec nulla scelerisque accumsan netus in luctus sit.",5,209686,62780
74394,"Vitae risus aptent.",5,209686,10762
74395,"Magna morbi egestas in mi orci elit.",5,209689,62777
74396,"Velit metus.",5,209691,62775
74397,"Etiam augue.",5,209691,6363
74398,"Ipsum donec tempus parturient.",5,209692,62774
74399,"Netus lorem magnis accumsan nunc nostra magna nascetur at per nunc volutpat varius.",5,209693,62772
74400,"Vitae etiam dapibus sem.",1,209693,4526
74401,"Ipsum magna.",5,209698,62766
74402,"Lacus nulla ornare et praesent sociis parturient massa odio ullamcorper conubia eni in turpis.",5,209703,62760
74403,"Augue purus natoque.",1,209703,6919
74404,"Vitae augue.",1,209708,62754
74405,"Magna fusce libero cras.",5,209716,62744
74406,"Vitae magna.",4,209718,62742
74407,"Neque fames.",1,209719,62741
74408,"Vitae lorem magna lectus ornare enim odio quisque.",1,209721,62739
74409,"Velit justo leo enim justo nascetur vestibulum penatibus scelerisque hendrerit.",5,209721,10406
74410,"Nulla proin orci platea blandit ac duis purus.",1,209723,62736
74411,"Netus metus cursus fermentum facilisi quam per diam sollicitudin at.",5,209725,62733
74412,"Velit etiam aenean libero pretium arcu porttitor sapien suscipit.",1,209725,7989
74413,"Etiam risus sed dolor lacus massa sapien imperdiet.",5,209727,62730
74414,"Etiam curae dictumst fames dictum ornare duis est vitae.",5,209727,5042
74415,"Felis curae dolor accumsan adipiscing phasellus suspendisse vitae.",5,209728,62727
74416,"Fusce magna aenean consectetuer aliquam justo et vulputate.",5,209729,62725
74417,"Purus risus montes tempor quis dolor cubilia libero.",5,209729,1399
74418,"Etiam lorem neque habitant ve.",5,209730,62724
74419,"Justo velit.",2,209730,402
74420,"Lorem curae.",5,209732,62722
74421,"Class donec.",5,209735,62719
74422,"Metus fames lectus ac nascetur nonummy amet.",5,209743,62710
74423,"Donec ipsum eleifend massa consectetuer.",5,209745,62708
74424,"Risus massa integer.",5,209747,62706
74425,"Neque etiam sociosqu parturient aptent magna.",5,209749,62703
74426,"Dolor augue eni iaculis morbi nonummy ve.",5,209749,10290
74427,"Velit neque diam ultrices risus penatibus molestie cursus.",5,209752,62700
74428,"Purus velit nunc massa ligula dolor.",5,209754,62698
74429,"Fames curae.",5,209761,62687
74430,"Nulla donec a diam porta in a urna curae felis leo.",5,209762,62686
74431,"Donec metus nam nibh nullam molestie etiam mattis torquent.",5,209765,62681
74432,"Lacus nulla condimentum nascetur amet curabitur.",3,209770,62676
74433,"Lorem proin dignissim pede ullamcorper per et etiam fusce velit mattis vitae.",5,209772,62674
74434,"Metus proin nonummy ac eu eros.",5,209778,62668
74435,"Vitae etiam.",5,209779,62667
74436,"Fusce velit.",5,209785,62663
74437,"Metus fames nibh.",3,209791,62657
74438,"Augue class cum penatibus duis curae quisque elit facilisi nullam.",1,209793,62655
74439,"Etiam augue aenean mollis ipsum duis dis.",5,209799,62648
74440,"Risus porta facilisi parturient lectus donec.",5,209802,62645
74441,"Morbi neque dictum ac quam nulla sodales accumsan massa diam nunc facilisis.",5,209804,62643
74442,"Porta curae.",5,209812,62633
74443,"Lacus vitae condimentum per cras mi eget class dictum ipsum vitae diam.",5,209814,62631
74444,"Etiam vitae a semper orci posuere nisl a morbi ad nunc condimentum vivamus.",1,209815,62630
74445,"Neque porta tempus fames vestibulum sociosqu fames class porttitor commodo.",5,209815,3627
74446,"Magna proin scelerisque ut.",5,209823,62621
74447,"Augue ipsum litora.",3,209823,7739
74448,"Massa felis lacus.",5,209825,62618
74449,"Ipsum justo.",5,209828,62615
74450,"Lacus massa mollis velit adipiscing odio proin.",4,209832,62610
74451,"Magna porta velit amet nunc phasellus.",5,209833,62608
74452,"Risus magna senectus.",5,209833,11147
74453,"Fusce class.",5,209839,62602
74454,"Proin curae.",5,209842,62600
74455,"Lacus massa commodo quisque eget.",5,209843,62600
74456,"Purus felis class accumsan porttitor mi libero et fames.",5,209845,62597
74457,"Fusce lorem posuere nunc praesent ultricies facilisi mi lectus lorem vestibulum ut.",5,209849,62593
74458,"Metus class tortor ut taciti.",5,209849,12500
74459,"Justo magna interdum hac mauris pulvinar vulputate id facilisis viverra lorem in.",2,209855,62590
74460,"Purus dolor neque porttitor hac.",5,209857,62589
74461,"Curae purus pede curae tristique quis sit morbi ultricies.",5,209859,62588
74462,"Nulla ipsum turpis rutrum malesuada mi felis.",5,209862,62587
74463,"Augue ipsum dolor enim suspendisse nec tempus purus netus volutpat at ullamcorper.",2,209862,11865
74464,"Velit etiam velit tortor lorem adipiscing suspendisse rutrum ad.",5,209863,62586
74465,"Purus fames dui odio porta ultrices dolor sollicitudin nulla orci pretium consequat.",5,209870,62581
74466,"Felis porta molestie vel dolor nonummy est cubilia arcu taciti.",5,209880,62574
74467,"Etiam lorem.",5,209881,62573
74468,"Fames nulla convallis orci.",5,209882,62572
74469,"Velit purus nam nulla ante morbi ante class.",5,209882,12353
74470,"Morbi ipsum.",1,209883,62572
74471,"Donec lacus varius cursus imperdiet vivamus dis adipiscing.",2,209883,11878
74472,"Donec proin ornare.",5,209886,62568
74473,"Dolor nulla.",5,209887,62567
74474,"Purus lorem.",5,209889,62564
74475,"Donec netus potenti gravida laoreet sociis venenatis.",5,209890,62564
74476,"Nulla massa semper vestibulum fusce pede nec habitant blandit proin leo eleifend quisque vitae eros euismod blandit.",5,209890,5671
74477,"Massa purus tempus eni est vel in.",4,209891,62562
74478,"Lacus lorem metus magna magnis suscipit parturient elementum magna egestas malesuada.",2,209892,62562
74479,"Ipsum curae amet.",5,209904,62555
74480,"Risus magna enim justo in dictum vel dictum tempor euismod porttitor.",1,209906,62555
74481,"Ipsum magna duis.",4,209908,62552
74482,"Fames netus per arcu.",5,209910,62552
74483,"Lacus felis nibh duis sit aliquet eu enim eget orci hendrerit.",5,209913,62550
74484,"Netus augue ipsum mauris sociis.",3,209914,62550
74485,"Class vitae eget vulputate ultricies enim nec pellentesque nullam fames aliquam.",5,209922,62546
74486,"Class morbi pede volutpat mus conubia senectus nullam nisi ullamcorper pretium consectetuer lectus.",5,209923,62545
74487,"Lacus velit euismod venenatis amet quisque eu orci mattis dictumst.",2,209923,12320
74488,"Vitae etiam faucibus at primis urna.",5,209925,62544
74489,"Dolor neque scelerisque senectus orci semper consequat.",5,209931,62540
74490,"Lacus donec morbi mollis nisi quam molestie diam non blandit curae class.",5,209932,62539
74491,"Proin purus.",2,209933,62539
74492,"Purus ipsum.",5,209934,62538
