
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
77375,day-care,flexible,0,0,0,0,1,1,1,0,2,146,0.2,26,"2017-04-12 06:45:34.795734"
77376,boarding,moderate,1,1,1,1,1,1,0,0,3,147,0.2,40,"2017-06-17 21:38:51.726430"
77377,day-care,flexible,1,0,1,0,1,1,0,1,5,147,0.2,27,"2017-06-17 21:38:51.726430"
77378,boarding,strict,1,0,0,1,1,1,1,1,3,148,0.2,35,"2016-06-26 08:13:05.925636"
77379,day-care,strict,1,0,1,0,1,1,0,0,3,148,0.2,27,"2016-06-26 08:13:05.925636"
77380,dog-walking,moderate,1,0,1,0,1,1,1,0,2,149,0.15,20,"2016-03-26 00:05:43.655733"
77381,day-care,flexible,1,1,1,1,1,1,1,1,5,149,0.15,24,"2016-03-26 00:05:43.655733"
77382,boarding,strict,1,0,1,0,1,1,1,0,2,150,0.2,34,"2017-04-14 19:56:34.362940"
77383,dog-walking,flexible,1,1,1,1,1,1,0,0,5,150,0.2,22,"2017-04-14 19:56:34.362940"
77384,day-care,strict,1,0,1,1,1,1,0,1,2,150,0.2,26,"2017-04-14 19:56:34.362940"
77385,dog-walking,moderate,0,0,1,0,1,1,1,0,3,151,0.2,23,"2016-06-04 06:05:20.357903"
77386,day-care,flexible,1,0,1,1,1,1,1,1,2,151,0.2,21,"2016-06-04 06:05:20.357903"
77387,boarding,flexible,1,1,1,0,1,1,0,1,3,152,0.2,36,"2016-10-04 03:20:09.441204"
77388,dog-walking,moderate,1,1,1,0,1,1,1,1,2,152,0.2,24,"2016-10-04 03:20:09.441204"
77389,boarding,moderate,1,1,1,1,1,0,1,1,4,153,0.2,33,"2016-09-11 05:34:36.539846"
77390,boarding,strict,1,0,1,1,1,0,0,0,3,154,0.2,30,"2017-06-04 11:21:53.725042"
77391,dog-walking,moderate,1,0,1,1,1,1,0,1,3,154,0.2,19,"2017-06-04 11:21:53.725042"
77392,boarding,moderate,0,0,1,0,1,1,1,0,5,155,0.15,36,"2016-01-16 01:52:57.676950"
77393,dog-walking,flexible,1,0,1,0,1,0,1,1,6,155,0.15,26,"2016-01-16 01:52:57.676950"
77394,day-care,moderate,0,0,1,0,1,1,0,1,1,155,0.15,24,"2016-01-16 01:52:57.676950"
77395,day-care,flexible,1,0,0,1,1,1,1,1,2,156,0.2,30,"2016-07-15 01:34:00.985777"
77396,dog-walking,moderate,1,1,1,0,1,1,1,1,1,157,0.2,24,"2017-06-20 20:50:02.844546"
77397,day-care,flexible,1,0,1,0,0,1,0,1,3,157,0.2,30,"2017-06-20 20:50:02.844546"
77398,boarding,strict,1,0,1,1,1,1,0,1,4,158,0.2,28,"2017-03-23 23:24:34.034737"
77399,dog-walking,flexible,1,0,1,0,1,0,1,1,3,158,0.2,18,"2017-03-23 23:24:34.034737"
77400,day-care,strict,0,0,1,0,1,1,1,1,4,158,0.2,22,"2017-03-23 23:24:34.034737"
77401,dog-walking,strict,1,0,1,0,1,1,1,1,1,159,0.15,21,"2015-09-19 13:35:53.905679"
77402,day-care,strict,1,0,1,0,1,1,1,0,7,159,0.15,28,"2015-09-19 13:35:53.905679"
77403,boarding,flexible,1,0,1,0,1,1,0,0,4,160,0.2,36,"2017-04-17 15:57:23.097070"
77404,dog-walking,flexible,1,0,0,0,1,1,1,1,2,160,0.2,21,"2017-04-17 15:57:23.097070"
77405,day-care,moderate,1,0,1,0,1,1,0,0,5,160,0.2,26,"2017-04-17 15:57:23.097070"
77406,dog-walking,moderate,1,1,1,0,1,1,0,1,5,161,0.2,26,"2017-07-08 17:17:58.335078"
77407,boarding,strict,0,0,1,0,1,1,1,0,2,162,0.2,39,"2017-06-02 04:42:42.747279"
77408,day-care,moderate,0,0,1,1,1,0,1,1,4,162,0.2,23,"2017-06-02 04:42:42.747279"
77409,boarding,strict,0,0,1,0,1,1,0,0,3,163,0.2,28,"2016-12-03 07:27:50.151763"
77410,dog-walking,moderate,1,1,1,1,0,0,0,1,2,163,0.2,22,"2016-12-03 07:27:50.151763"
77411,day-care,moderate,1,0,1,0,1,0,1,1,3,163,0.2,25,"2016-12-03 07:27:50.151763"
77412,boarding,moderate,1,0,1,1,1,1,0,1,4,164,0.2,40,"2016-05-10 06:40:06.318967"
77413,dog-walking,moderate,1,0,1,0,1,1,0,0,2,164,0.2,21,"2016-05-10 06:40:06.318967"
77414,day-care,flexible,1,0,1,0,1,1,1,1,2,165,0.15,27,"2016-02-25 03:27:04.717209"
77415,boarding,flexible,1,0,1,0,1,1,1,1,4,166,0.2,32,"2017-05-31 00:31:52.657754"
77416,day-care,strict,1,0,1,0,1,0,0,1,2,166,0.2,28,"2017-05-31 00:31:52.657754"
77417,boarding,strict,1,1,1,1,1,1,1,1,2,167,0.2,40,"2017-07-03 10:25:58.624027"
77418,dog-walking,flexible,1,0,1,1,1,1,0,1,3,167,0.2,19,"2017-07-03 10:25:58.624027"
77419,dog-walking,flexible,1,0,1,0,1,1,1,0,3,168,0.2,20,"2017-06-01 02:37:30.530510"
77420,day-care,flexible,1,0,1,0,1,1,1,1,3,168,0.2,25,"2017-06-01 02:37:30.530510"
77421,dog-walking,moderate,1,0,1,0,1,1,0,1,4,169,0.2,22,"2016-09-15 09:00:59.460444"
77422,dog-walking,flexible,1,0,1,1,1,0,0,0,2,170,0.2,24,"2017-01-05 08:08:25.139609"
77423,day-care,flexible,1,1,1,1,1,0,1,0,2,170,0.2,26,"2017-01-05 08:08:25.139609"
77424,boarding,flexible,1,0,1,0,1,1,1,0,2,171,0.15,36,"2016-02-01 12:10:52.717228"
77425,dog-walking,moderate,1,1,1,0,1,1,0,0,7,171,0.15,26,"2016-02-01 12:10:52.717228"
77426,boarding,strict,0,0,1,0,1,1,0,1,3,172,0.2,27,"2016-11-30 04:21:08.116988"
77427,dog-walking,flexible,1,1,1,0,1,1,0,0,1,172,0.2,23,"2016-11-30 04:21:08.116988"
77428,day-care,strict,0,0,1,0,1,1,0,0,6,172,0.2,25,"2016-11-30 04:21:08.116988"
77429,boarding,strict,1,0,1,0,1,1,1,1,7,173,0.2,33,"2017-01-01 06:52:51.256603"
77430,dog-walking,flexible,0,0,1,0,1,1,0,1,5,173,0.2,19,"2017-01-01 06:52:51.256603"
77431,boarding,strict,1,0,1,0,1,0,0,1,1,174,0.2,34,"2017-04-15 18:36:19.446307"
77432,dog-walking,strict,1,1,1,1,1,1,0,1,6,174,0.2,16,"2017-04-15 18:36:19.446307"
77433,day-care,flexible,1,0,1,0,1,1,0,1,5,175,0.2,26,"2016-09-25 08:36:40.026420"
77434,dog-walking,flexible,1,0,0,1,1,1,1,1,3,176,0.2,23,"2016-11-02 01:26:07.861109"
77435,boarding,moderate,1,0,1,0,1,1,0,1,6,177,0.2,30,"2017-03-21 14:39:53.165852"
77436,dog-walking,flexible,1,0,1,0,1,0,0,0,2,177,0.2,21,"2017-03-21 14:39:53.165852"
77437,day-care,strict,0,0,1,0,1,1,0,0,5,177,0.2,28,"2017-03-21 14:39:53.165852"
77438,dog-walking,moderate,1,0,1,1,1,1,1,1,5,178,0.2,22,"2017-01-06 20:46:54.017757"
77439,day-care,flexible,1,1,1,0,0,0,1,0,5,178,0.2,23,"2017-01-06 20:46:54.017757"
77440,dog-walking,strict,1,0,1,0,1,1,0,1,4,179,0.2,19,"2016-11-13 16:40:43.648189"
77441,day-care,flexible,1,1,1,1,1,1,0,1,5,179,0.2,31,"2016-11-13 16:40:43.648189"
77442,dog-walking,flexible,1,0,1,0,1,1,1,0,3,180,0.2,19,"2017-05-26 01:01:20.940469"
77443,day-care,flexible,1,0,1,1,1,1,1,0,5,180,0.2,30,"2017-05-26 01:01:20.940469"
77444,boarding,moderate,1,0,1,0,1,0,0,1,7,181,0.2,34,"2017-05-01 06:44:35.552229"
77445,dog-walking,moderate,1,1,1,0,0,1,1,0,3,181,0.2,20,"2017-05-01 06:44:35.552229"
77446,day-care,flexible,1,0,1,0,1,0,1,1,2,181,0.2,24,"2017-05-01 06:44:35.552229"
77447,dog-walking,strict,1,0,1,0,1,1,0,0,2,182,0.2,24,"2016-11-17 19:09:28.701694"
77448,day-care,moderate,1,0,1,0,1,1,0,1,2,182,0.2,28,"2016-11-17 19:09:28.701694"
77449,boarding,strict,1,0,1,0,1,0,0,1,3,183,0.2,40,"2016-12-07 08:12:41.825382"
77450,day-care,flexible,1,0,1,0,1,1,0,1,3,183,0.2,26,"2016-12-07 08:12:41.825382"
77451,boarding,flexible,1,1,1,1,1,0,0,0,3,184,0.15,34,"2015-11-28 02:18:03.021348"
77452,boarding,strict,1,0,1,0,1,1,1,1,3,185,0.2,38,"2016-06-17 09:22:03.874149"
77453,boarding,flexible,1,0,1,1,1,0,0,0,4,186,0.2,35,"2017-02-10 06:11:32.731682"
77454,day-care,flexible,1,0,1,1,1,1,1,1,2,186,0.2,30,"2017-02-10 06:11:32.731682"
77455,boarding,flexible,1,0,1,1,1,1,1,0,4,187,0.2,30,"2016-12-21 04:22:19.194545"
77456,dog-walking,strict,1,0,1,0,1,1,1,0,8,187,0.2,21,"2016-12-21 04:22:19.194545"
77457,boarding,flexible,1,0,1,0,1,1,1,1,4,188,0.2,37,"2017-03-11 21:03:06.475381"
77458,boarding,strict,1,1,1,0,1,1,0,0,4,189,0.15,34,"2016-01-26 18:21:19.192417"
77459,day-care,flexible,1,0,1,0,1,0,1,1,2,189,0.15,28,"2016-01-26 18:21:19.192417"
77460,boarding,flexible,1,1,0,0,1,1,1,1,3,190,0.2,32,"2017-01-04 17:08:11.364771"
77461,day-care,moderate,1,1,1,0,1,1,0,0,4,190,0.2,29,"2017-01-04 17:08:11.364771"
77462,boarding,strict,1,0,1,0,1,1,1,1,4,191,0.2,39,"2017-05-23 09:45:09.180037"
77463,day-care,moderate,1,0,1,0,1,1,1,1,2,191,0.2,23,"2017-05-23 09:45:09.180037"
77464,boarding,moderate,1,0,1,0,1,0,0,1,4,192,0.2,38,"2017-02-17 22:24:21.290153"
77465,day-care,strict,1,0,1,1,1,1,1,1,8,192,0.2,30,"2017-02-17 22:24:21.290153"
77466,boarding,flexible,1,0,1,0,0,1,1,0,4,193,0.2,29,"2017-02-20 03:02:56.418334"
77467,dog-walking,strict,1,0,1,0,1,1,0,1,1,193,0.2,22,"2017-02-20 03:02:56.418334"
77468,day-care,flexible,1,0,1,0,1,0,0,0,3,193,0.2,30,"2017-02-20 03:02:56.418334"
77469,boarding,flexible,1,0,1,0,1,0,0,1,5,194,0.15,34,"2016-04-13 03:25:51.343336"
77470,day-care,strict,1,0,1,1,1,1,1,1,4,194,0.15,30,"2016-04-13 03:25:51.343336"
77471,dog-walking,flexible,1,0,1,1,1,0,1,0,5,195,0.2,27,"2017-06-16 07:14:14.003479"
77472,dog-walking,moderate,1,0,1,0,1,0,0,1,1,196,0.2,22,"2017-06-26 09:12:11.601633"
77473,day-care,flexible,0,0,1,1,1,1,1,1,3,196,0.2,25,"2017-06-26 09:12:11.601633"
77474,boarding,moderate,1,0,1,1,1,0,0,1,5,197,0.2,39,"2016-12-08 04:13:39.452925"
77475,dog-walking,moderate,1,0,1,0,1,1,0,0,2,197,0.2,27,"2016-12-08 04:13:39.452925"
77476,day-care,flexible,1,0,1,1,1,1,0,1,4,197,0.2,27,"2016-12-08 04:13:39.452925"
77477,boarding,flexible,1,0,1,1,1,1,0,0,1,198,0.2,37,"2016-11-08 21:06:08.247907"
77478,boarding,flexible,0,1,1,1,1,1,0,1,1,199,0.15,29,"2015-11-01 05:32:20.799894"
77479,dog-walking,strict,1,1,1,0,1,1,0,0,1,199,0.15,25,"2015-11-01 05:32:20.799894"
77480,boarding,flexible,1,0,1,0,1,1,0,1,5,200,0.2,38,"2016-11-23 17:20:03.967811"
77481,day-care,moderate,0,0,1,0,1,1,0,1,2,200,0.2,29,"2016-11-23 17:20:03.967811"
77482,boarding,moderate,1,0,1,0,1,0,1,1,4,201,0.15,27,"2015-11-22 02:41:03.288810"
77483,day-care,moderate,1,0,1,0,1,1,1,0,2,201,0.15,24,"2015-11-22 02:41:03.288810"
77484,boarding,flexible,1,0,1,0,1,1,0,1,6,202,0.2,37,"2016-06-13 10:26:31.436286"
77485,dog-walking,flexible,1,1,1,0,1,0,0,1,6,202,0.2,19,"2016-06-13 10:26:31.436286"
77486,day-care,flexible,1,0,1,0,1,1,0,1,6,202,0.2,29,"2016-06-13 10:26:31.436286"
77487,boarding,moderate,1,1,1,0,1,1,1,0,4,203,0.2,26,"2017-03-21 08:45:33.771308"
77488,dog-walking,flexible,1,1,1,0,1,1,0,1,2,203,0.2,21,"2017-03-21 08:45:33.771308"
77489,dog-walking,flexible,1,0,1,0,0,0,0,1,7,204,0.2,21,"2017-04-27 18:56:30.404083"
77490,day-care,flexible,0,0,1,0,1,0,0,1,1,204,0.2,23,"2017-04-27 18:56:30.404083"
77491,day-care,flexible,1,0,1,1,1,1,0,1,6,205,0.2,29,"2016-07-28 17:50:17.127807"
77492,boarding,moderate,0,1,1,0,1,1,1,0,3,206,0.2,33,"2016-09-20 08:31:00.678500"
77493,dog-walking,flexible,1,0,1,0,1,1,1,1,3,206,0.2,19,"2016-09-20 08:31:00.678500"
77494,boarding,strict,1,1,0,0,1,1,0,1,5,207,0.2,36,"2016-10-30 07:01:00.281369"
77495,day-care,strict,0,0,1,1,1,1,1,1,4,207,0.2,33,"2016-10-30 07:01:00.281369"
77496,boarding,flexible,1,0,1,1,1,1,1,1,4,208,0.2,36,"2016-11-15 16:46:22.990815"
77497,day-care,moderate,1,0,1,1,1,1,1,1,4,208,0.2,23,"2016-11-15 16:46:22.990815"
77498,boarding,moderate,1,1,1,0,1,1,0,1,5,209,0.2,35,"2016-08-19 03:51:39.120378"
77499,day-care,flexible,1,1,1,1,1,1,1,1,5,209,0.2,28,"2016-08-19 03:51:39.120378"
77500,boarding,moderate,1,0,1,0,0,1,0,0,4,210,0.2,32,"2016-08-31 20:28:39.070540"
77501,boarding,moderate,1,0,1,1,1,1,0,0,6,211,0.2,26,"2016-06-01 00:48:57.704662"
77502,dog-walking,strict,1,0,1,1,1,1,0,1,5,212,0.2,20,"2017-06-03 10:32:11.290720"
77503,boarding,strict,1,0,1,0,1,1,0,0,3,213,0.15,36,"2016-03-19 20:53:40.313886"
77504,day-care,flexible,1,1,1,1,1,0,1,1,3,214,0.2,26,"2016-10-19 20:27:13.062216"
77505,boarding,moderate,1,1,1,0,1,1,1,1,4,215,0.2,27,"2017-02-18 13:10:14.774046"
77506,dog-walking,flexible,1,0,1,0,1,1,0,1,4,215,0.2,26,"2017-02-18 13:10:14.774046"
77507,day-care,strict,1,0,1,0,1,1,0,1,3,215,0.2,31,"2017-02-18 13:10:14.774046"
77508,day-care,strict,1,0,1,1,1,0,1,1,4,216,0.2,28,"2017-03-12 06:30:23.473471"
77509,boarding,flexible,1,0,0,0,1,1,0,0,3,217,0.2,37,"2017-03-19 08:10:51.026202"
77510,dog-walking,flexible,1,0,1,0,1,1,0,0,2,217,0.2,21,"2017-03-19 08:10:51.026202"
77511,day-care,flexible,1,0,1,0,1,1,0,1,7,217,0.2,30,"2017-03-19 08:10:51.026202"
77512,day-care,moderate,1,0,1,0,1,1,1,1,1,218,0.2,29,"2016-12-27 23:36:51.334942"
77513,boarding,moderate,1,0,1,0,1,1,0,1,3,219,0.2,35,"2017-06-14 03:11:20.994649"
77514,day-care,flexible,1,1,1,1,1,0,1,0,2,219,0.2,24,"2017-06-14 03:11:20.994649"
77515,dog-walking,flexible,1,0,0,0,1,1,1,1,2,220,0.2,22,"2017-04-26 02:31:43.890208"
77516,day-care,strict,1,1,1,0,1,1,0,0,2,220,0.2,26,"2017-04-26 02:31:43.890208"
77517,day-care,moderate,1,0,1,0,1,1,1,1,5,221,0.15,29,"2015-10-09 09:10:27.674102"
77518,boarding,flexible,1,0,1,1,1,1,0,0,2,222,0.2,36,"2016-07-27 15:43:19.847897"
77519,boarding,flexible,1,0,1,0,1,1,1,1,2,223,0.2,32,"2017-02-22 10:32:18.340191"
77520,dog-walking,strict,1,0,1,0,1,1,1,1,6,223,0.2,18,"2017-02-22 10:32:18.340191"
77521,boarding,strict,1,0,1,0,1,1,0,1,7,224,0.2,28,"2017-05-12 17:19:17.396303"
77522,boarding,strict,1,0,1,0,1,1,0,1,6,225,0.2,37,"2017-02-28 18:33:51.676679"
77523,day-care,flexible,1,0,1,0,1,0,0,1,2,225,0.2,25,"2017-02-28 18:33:51.676679"
77524,dog-walking,strict,1,0,1,0,1,1,0,1,7,226,0.2,17,"2017-01-22 15:52:08.522475"
77525,dog-walking,flexible,1,0,1,0,1,1,0,0,7,227,0.2,20,"2017-05-06 03:33:27.042895"
77526,dog-walking,moderate,1,1,1,0,1,1,1,1,5,228,0.2,21,"2017-07-06 22:26:07.117681"
77527,boarding,flexible,1,0,1,1,1,1,0,1,2,229,0.2,34,"2016-09-21 03:29:00.682779"
77528,dog-walking,flexible,1,0,0,0,1,1,1,0,3,229,0.2,23,"2016-09-21 03:29:00.682779"
77529,boarding,strict,1,1,1,0,1,1,0,0,4,230,0.15,36,"2016-03-28 22:13:58.490339"
77530,boarding,strict,1,0,1,1,1,1,1,0,2,231,0.2,39,"2017-06-12 14:20:52.993060"
77531,dog-walking,strict,1,0,0,0,1,1,0,1,3,231,0.2,21,"2017-06-12 14:20:52.993060"
77532,boarding,moderate,1,0,1,0,1,1,0,1,5,232,0.2,38,"2017-04-30 03:21:19.278914"
77533,dog-walking,flexible,1,1,1,1,1,0,1,0,5,232,0.2,26,"2017-04-30 03:21:19.278914"
77534,day-care,flexible,1,0,1,0,1,1,0,1,2,232,0.2,30,"2017-04-30 03:21:19.278914"
77535,day-care,strict,1,1,1,1,1,0,1,1,4,233,0.2,24,"2016-07-13 17:19:03.954877"
77536,boarding,strict,1,0,1,0,1,1,1,1,6,234,0.2,34,"2016-12-23 20:12:04.482065"
77537,day-care,moderate,1,0,1,0,1,0,0,1,1,234,0.2,24,"2016-12-23 20:12:04.482065"
77538,boarding,moderate,1,0,0,1,1,1,1,1,6,235,0.2,40,"2017-02-22 05:50:18.280245"
77539,day-care,moderate,1,0,1,0,1,1,0,1,3,235,0.2,23,"2017-02-22 05:50:18.280245"
77540,dog-walking,moderate,1,0,1,0,1,1,1,1,2,236,0.2,20,"2017-06-30 03:18:29.735314"
77541,day-care,flexible,0,0,1,0,1,1,1,1,5,236,0.2,26,"2017-06-30 03:18:29.735314"
77542,dog-walking,strict,1,0,1,0,1,1,1,1,3,237,0.2,27,"2016-06-17 02:33:27.352081"
77543,boarding,strict,1,0,1,1,1,1,1,1,4,238,0.2,37,"2017-05-21 14:17:09.636195"
77544,dog-walking,flexible,1,0,1,0,1,0,0,1,2,238,0.2,20,"2017-05-21 14:17:09.636195"
77545,boarding,strict,1,0,1,1,1,1,0,1,2,239,0.2,37,"2017-03-18 08:30:30.624902"
77546,dog-walking,strict,1,0,1,1,1,1,0,1,2,240,0.15,22,"2015-11-13 22:05:42.884422"
77547,day-care,strict,1,0,1,0,1,1,1,1,3,240,0.15,22,"2015-11-13 22:05:42.884422"
77548,dog-walking,moderate,1,0,1,0,1,1,1,0,2,241,0.2,19,"2017-03-14 13:03:58.838389"
77549,day-care,flexible,1,1,1,1,1,1,1,0,2,241,0.2,26,"2017-03-14 13:03:58.838389"
77550,boarding,flexible,1,0,0,0,1,1,0,1,4,242,0.15,34,"2016-01-16 07:23:41.368092"
77551,dog-walking,flexible,1,0,1,0,1,0,0,1,2,242,0.15,27,"2016-01-16 07:23:41.368092"
77552,boarding,strict,1,1,1,0,1,1,0,0,2,243,0.2,31,"2017-06-20 19:03:43.869510"
77553,day-care,moderate,1,0,1,0,1,0,0,1,5,244,0.2,31,"2016-06-18 16:45:18.208902"
77554,dog-walking,moderate,1,0,1,1,1,1,0,0,3,245,0.2,24,"2017-01-27 22:06:30.748263"
77555,dog-walking,moderate,1,0,1,0,1,1,1,1,3,246,0.2,24,"2016-11-16 16:02:17.044786"
77556,boarding,strict,1,0,1,0,1,1,0,1,5,247,0.2,33,"2016-07-27 00:51:07.183766"
77557,day-care,strict,1,1,1,0,1,1,0,1,6,247,0.2,25,"2016-07-27 00:51:07.183766"
77558,dog-walking,flexible,1,0,1,0,1,1,0,0,5,248,0.2,27,"2017-03-07 11:09:36.812494"
77559,boarding,flexible,1,0,1,0,1,1,1,1,3,249,0.2,34,"2016-07-20 20:12:39.030127"
77560,day-care,moderate,1,0,1,0,1,0,0,0,3,249,0.2,29,"2016-07-20 20:12:39.030127"
77561,boarding,strict,1,0,1,0,1,1,1,1,1,250,0.2,33,"2016-12-22 18:35:16.388146"
77562,day-care,flexible,1,0,0,1,1,1,0,1,7,250,0.2,28,"2016-12-22 18:35:16.388146"
77563,boarding,flexible,1,0,1,0,1,1,0,1,4,251,0.2,33,"2017-01-08 07:50:59.672660"
77564,dog-walking,moderate,1,0,1,0,1,1,1,0,5,251,0.2,24,"2017-01-08 07:50:59.672660"
77565,day-care,flexible,1,1,1,0,1,1,0,1,1,251,0.2,32,"2017-01-08 07:50:59.672660"
77566,boarding,moderate,1,1,1,1,1,1,0,1,2,252,0.2,40,"2017-04-07 02:51:12.281067"
77567,dog-walking,strict,1,0,1,1,1,1,0,1,4,252,0.2,23,"2017-04-07 02:51:12.281067"
77568,day-care,flexible,1,1,1,0,1,1,0,1,4,252,0.2,28,"2017-04-07 02:51:12.281067"
77569,boarding,strict,1,0,1,0,1,1,0,1,1,253,0.2,36,"2016-07-18 15:36:37.609927"
77570,dog-walking,flexible,1,0,1,0,1,1,0,1,2,254,0.2,21,"2017-01-16 18:06:36.358556"
77571,day-care,flexible,1,0,1,0,1,0,0,1,1,254,0.2,25,"2017-01-16 18:06:36.358556"
77572,boarding,strict,0,0,1,1,1,1,0,1,6,255,0.15,33,"2016-02-24 03:50:24.045139"
77573,dog-walking,flexible,1,0,0,1,0,1,1,1,3,255,0.15,16,"2016-02-24 03:50:24.045139"
77574,boarding,moderate,1,0,1,0,0,1,1,1,5,256,0.2,33,"2017-07-01 19:20:29.782376"
77575,dog-walking,strict,1,0,1,0,1,0,0,1,5,257,0.2,22,"2017-05-29 12:20:32.531107"
77576,day-care,moderate,1,0,1,0,1,1,0,1,2,257,0.2,22,"2017-05-29 12:20:32.531107"
77577,boarding,moderate,1,0,1,0,1,1,1,1,1,258,0.2,32,"2017-04-03 07:07:12.206233"
77578,dog-walking,flexible,1,0,1,0,1,1,0,1,5,258,0.2,23,"2017-04-03 07:07:12.206233"
77579,dog-walking,flexible,1,0,1,0,1,1,1,1,1,259,0.15,19,"2016-03-06 23:31:31.993514"
77580,day-care,flexible,1,1,0,0,0,1,0,1,5,259,0.15,27,"2016-03-06 23:31:31.993514"
77581,dog-walking,flexible,1,0,1,0,1,1,1,1,4,260,0.2,23,"2017-05-22 22:23:07.651683"
77582,day-care,moderate,1,0,1,0,1,1,0,1,2,260,0.2,26,"2017-05-22 22:23:07.651683"
77583,day-care,strict,1,0,1,0,1,1,0,1,3,261,0.2,30,"2017-02-25 07:43:03.989804"
77584,dog-walking,flexible,1,0,1,1,1,1,1,1,2,262,0.15,24,"2016-04-28 13:14:17.840047"
77585,day-care,strict,1,0,1,0,1,1,1,1,5,262,0.15,28,"2016-04-28 13:14:17.840047"
77586,dog-walking,flexible,0,0,1,1,1,1,1,1,4,263,0.2,24,"2016-11-17 15:21:47.932551"
77587,boarding,moderate,0,0,1,0,1,0,0,0,3,264,0.2,38,"2017-05-31 00:45:50.483046"
77588,day-care,flexible,1,0,1,0,1,1,1,1,5,264,0.2,26,"2017-05-31 00:45:50.483046"
77589,boarding,strict,1,0,1,1,1,1,0,0,4,265,0.2,35,"2017-02-12 22:23:31.027978"
77590,day-care,moderate,1,0,0,1,1,1,0,1,3,265,0.2,30,"2017-02-12 22:23:31.027978"
77591,boarding,flexible,1,0,1,1,1,1,1,0,3,266,0.2,30,"2017-03-23 17:05:25.503980"
77592,boarding,flexible,1,0,1,1,1,1,0,1,1,267,0.2,28,"2016-06-16 08:27:18.214435"
77593,dog-walking,flexible,1,1,1,0,1,1,0,0,4,268,0.2,17,"2017-03-06 21:17:33.641395"
77594,boarding,flexible,1,0,1,0,1,1,1,1,5,269,0.2,42,"2017-01-17 07:20:28.744799"
77595,dog-walking,strict,1,0,1,0,1,0,1,1,5,269,0.2,24,"2017-01-17 07:20:28.744799"
77596,day-care,strict,1,0,1,1,1,1,1,1,2,269,0.2,31,"2017-01-17 07:20:28.744799"
77597,day-care,moderate,1,0,1,0,0,1,0,1,4,270,0.2,28,"2017-04-05 21:26:03.655138"
77598,boarding,flexible,1,0,1,0,1,1,0,1,8,271,0.15,38,"2016-04-20 00:59:36.766760"
77599,dog-walking,flexible,1,0,1,1,1,1,1,1,4,271,0.15,25,"2016-04-20 00:59:36.766760"
77600,boarding,flexible,1,0,1,0,1,1,0,1,3,272,0.2,43,"2017-04-12 10:24:34.152224"
77601,day-care,flexible,1,0,1,0,1,1,1,1,6,272,0.2,30,"2017-04-12 10:24:34.152224"
77602,boarding,moderate,1,0,1,0,1,1,0,1,3,273,0.2,38,"2017-05-05 12:30:05.401722"
77603,day-care,strict,1,0,1,1,1,1,1,0,4,273,0.2,31,"2017-05-05 12:30:05.401722"
77604,boarding,flexible,1,0,1,0,1,1,0,1,6,274,0.2,33,"2016-11-14 19:08:28.074923"
77605,dog-walking,strict,1,0,1,1,1,1,1,1,5,274,0.2,27,"2016-11-14 19:08:28.074923"
77606,boarding,strict,1,0,1,1,1,1,1,1,5,275,0.2,38,"2017-01-18 22:16:57.429681"
77607,dog-walking,strict,1,0,1,0,1,0,1,1,3,275,0.2,20,"2017-01-18 22:16:57.429681"
77608,day-care,strict,0,0,1,1,1,0,1,1,4,276,0.2,34,"2017-02-20 13:12:54.379161"
77609,boarding,moderate,0,1,1,0,0,1,0,1,4,277,0.2,30,"2016-10-06 00:58:06.310556"
77610,dog-walking,strict,0,0,0,1,1,1,1,0,2,277,0.2,19,"2016-10-06 00:58:06.310556"
77611,day-care,moderate,1,0,1,1,1,0,0,1,2,278,0.15,29,"2016-01-26 23:11:53.804072"
77612,dog-walking,strict,0,0,0,0,1,1,1,1,4,279,0.15,24,"2015-10-23 02:01:23.408982"
77613,dog-walking,flexible,1,1,1,0,1,1,1,1,2,280,0.2,17,"2017-06-04 21:24:47.208241"
77614,day-care,moderate,1,0,0,0,1,1,0,1,4,280,0.2,24,"2017-06-04 21:24:47.208241"
77615,dog-walking,flexible,1,0,1,0,1,1,1,1,6,281,0.2,27,"2016-07-28 15:26:39.136190"
77616,dog-walking,flexible,1,1,1,0,0,1,1,1,3,282,0.2,22,"2017-07-01 03:39:11.253040"
77617,day-care,strict,1,0,1,0,1,1,0,1,1,282,0.2,28,"2017-07-01 03:39:11.253040"
77618,boarding,flexible,1,0,1,1,1,1,1,1,1,283,0.2,35,"2016-10-12 21:28:49.425180"
77619,day-care,moderate,0,0,1,0,1,1,0,1,7,283,0.2,28,"2016-10-12 21:28:49.425180"
77620,boarding,moderate,1,1,1,0,1,1,0,1,3,284,0.2,32,"2017-05-18 12:40:34.395554"
77621,dog-walking,moderate,0,0,1,1,1,1,1,1,5,284,0.2,26,"2017-05-18 12:40:34.395554"
77622,boarding,strict,1,0,1,0,1,1,1,1,2,285,0.2,34,"2016-12-17 15:32:46.257337"
77623,dog-walking,flexible,1,0,1,0,1,1,1,1,2,286,0.2,22,"2017-01-01 03:15:30.045263"
77624,day-care,moderate,1,0,1,0,1,1,0,0,5,286,0.2,23,"2017-01-01 03:15:30.045263"
